CaseID,Title,DateOpened,Status,AssignedDetectiveID,CrimeType,Location
C1984,Relate sea skill,2022-04-28,Closed,D1137,Cyber Crime,"North Taylorbury, WY"
C1985,They garden through,2023-04-10,Open,D1067,Homicide,"Ryanstad, WY"
C1986,Attack finally,2024-11-03,Closed,D1185,Homicide,"North James, MA"
C1987,Case well though,2023-07-12,Closed,D1166,Narcotics,"East Paulfurt, NH"
C1988,Federal board data newspaper,2025-02-17,Open,D1198,Cyber Crime,"Gilbertberg, NC"
C1989,Throw step information,2023-07-15,Open,D1167,Robbery,"Greenmouth, OK"
C1990,Alone option ready,2022-05-22,Closed,D1094,Fraud,"East Sonia, IA"
C1991,Today north,2024-01-04,Open,D1043,Narcotics,"Stevensonborough, ME"
C1992,Mean power,2023-03-15,Open,D1145,Fraud,"North Jessica, ME"
C1993,Mrs nearly way,2024-11-11,Open,D1104,Cyber Crime,"Davidberg, CT"
C1994,Design rise,2025-02-22,Open,D1066,Homicide,"Johnsonchester, VA"
C1995,Learn expect,2023-11-25,Open,D1155,Robbery,"Stevenfort, KS"
C1996,Trip foot,2023-11-14,Closed,D1044,Narcotics,"Karenborough, IN"
C1997,Course else,2024-11-21,Open,D1149,Fraud,"East Thomaschester, NC"
C1998,Set within PM,2022-11-21,Open,D1008,Fraud,"Gracestad, LA"
C1999,Sure beautiful study,2022-09-04,Open,D1116,Fraud,"Hallburgh, IA"
C2000,Discussion whose,2023-02-08,Closed,D1151,Fraud,"New Craigchester, RI"
C2001,Single at right,2024-12-04,Closed,D1088,Cyber Crime,"Lake Andrew, RI"
C2002,What institution,2023-04-03,Open,D1197,Homicide,"Mercerfort, DC"
C2003,Sure late,2023-07-10,Closed,D1093,Robbery,"Steveshire, OH"
C2004,Color step,2023-04-26,Closed,D1058,Narcotics,"Port Samuelburgh, TX"
C2005,Listen prevent point,2022-05-27,Open,D1170,Robbery,"Williamshire, OR"
C2006,Since population develop,2025-03-17,Closed,D1105,Narcotics,"Port Amandamouth, GA"
C2007,Carry movement law,2024-03-14,Open,D1039,Narcotics,"Lake Davidberg, NE"
C2008,Any name measure,2023-07-03,Closed,D1113,Robbery,"New Juanshire, WA"
C2009,Rest raise nor,2023-06-26,Closed,D1016,Robbery,"Ellenport, NV"
C2010,Federal management car,2024-11-14,Open,D1077,Robbery,"North Lindachester, ID"
C2011,Baby degree,2023-12-05,Open,D1039,Cyber Crime,"New Jessica, TX"
C2012,Present budget,2022-11-30,Open,D1101,Cyber Crime,"Perkinsport, AL"
C2013,Question manager pass,2022-09-25,Closed,D1082,Fraud,"North Jakeville, AZ"
C2014,Fund agreement relate,2022-12-14,Closed,D1125,Narcotics,"West Dustin, FL"
C2015,Too song,2023-10-29,Open,D1064,Fraud,"Lake Tammyland, WA"
C2016,Number local central,2023-06-24,Closed,D1065,Cyber Crime,"New Zacharyborough, SC"
C2017,Sound occur,2023-02-08,Closed,D1096,Fraud,"Douglasport, RI"
C2018,Street report,2022-07-27,Open,D1127,Fraud,"Haleview, OH"
C2019,Class,2023-04-01,Open,D1108,Cyber Crime,"East Felicia, OR"
C2020,International when,2024-04-05,Closed,D1184,Homicide,"West Robertbury, CT"
C2021,Candidate natural lead,2024-09-08,Open,D1106,Fraud,"Anitaton, PA"
C2022,Organization could girl,2023-09-22,Open,D1071,Homicide,"Kennedymouth, SD"
C2023,Hundred country how down,2023-11-19,Open,D1126,Narcotics,"Krystalton, WY"
C2024,Billion garden animal,2024-08-30,Closed,D1140,Narcotics,"Christineborough, IN"
C2025,Wait movie,2022-09-12,Closed,D1142,Narcotics,"Port Melanieton, ME"
C2026,Item life,2024-01-03,Open,D1150,Homicide,"Port Geraldport, OR"
C2027,Eight ahead,2025-01-03,Closed,D1053,Cyber Crime,"Shawntown, AR"
C2028,Behind may matter,2024-10-24,Closed,D1017,Robbery,"Scottfurt, OK"
C2029,Career hotel environment,2022-05-09,Open,D1042,Fraud,"Alishaview, VT"
C2030,History walk,2024-11-28,Closed,D1160,Robbery,"New Tinaton, MN"
C2031,Despite late,2024-04-28,Closed,D1080,Narcotics,"Lake Carolyn, FL"
C2032,Role agency lose,2023-01-03,Open,D1125,Cyber Crime,"Lake Gregorybury, MT"
C2033,Summer air,2025-01-27,Closed,D1087,Fraud,"Arroyoborough, PA"
C2034,Soldier around,2024-07-20,Open,D1198,Homicide,"East Williamport, OH"
C2035,Brother on agency,2024-08-24,Closed,D1130,Cyber Crime,"Stephanieburgh, NC"
C2036,Others response fly,2024-09-30,Closed,D1136,Fraud,"Matthewview, MN"
C2037,Daughter purpose allow,2024-03-09,Open,D1078,Robbery,"Donnaville, SD"
C2038,Political natural,2023-02-25,Open,D1037,Homicide,"Turnerside, ND"
C2039,Each,2023-01-22,Closed,D1049,Homicide,"Jennifermouth, NH"
C2040,Sign bed cover,2022-11-23,Open,D1125,Narcotics,"Port Charles, WI"
C2041,Modern force buy,2023-03-15,Open,D1146,Fraud,"New Kimberg, DC"
C2042,Factor describe,2022-12-19,Open,D1035,Narcotics,"New Harrymouth, NY"
C2043,Computer politics nothing,2024-10-29,Open,D1144,Cyber Crime,"Rachaelfurt, NH"
C2044,Election serve,2022-10-25,Open,D1077,Cyber Crime,"Sarahport, AZ"
C2045,Within stand across,2024-03-23,Open,D1119,Cyber Crime,"New Deborah, IA"
C2046,Thousand enjoy,2023-10-23,Open,D1084,Homicide,"Georgeshire, OR"
C2047,Avoid positive,2022-09-02,Open,D1159,Homicide,"New Jasonbury, MN"
C2048,Bank soon,2025-02-26,Closed,D1168,Cyber Crime,"Amberchester, MS"
C2049,And support that,2023-04-17,Closed,D1046,Homicide,"South Meghanstad, DE"
C2050,Boy some,2025-02-24,Closed,D1103,Narcotics,"East Elizabethbury, AZ"
C2051,Shake special current,2025-01-26,Open,D1023,Narcotics,"New Dustin, IL"
C2052,Crime son,2025-04-24,Closed,D1124,Narcotics,"North Jimmy, DE"
C2053,Society least tend,2025-03-01,Closed,D1096,Robbery,"East Victoria, SD"
C2054,Name tell,2024-12-15,Closed,D1052,Narcotics,"East Andrew, GA"
C2055,Buy have,2024-05-31,Open,D1068,Homicide,"North Joseph, OH"
C2056,Let of,2024-05-30,Open,D1119,Cyber Crime,"Anthonyfurt, AK"
C2057,Cut put,2023-07-02,Closed,D1074,Narcotics,"East Patrick, SD"
C2058,Baby social,2024-03-25,Closed,D1062,Robbery,"Torresside, SC"
C2059,Myself itself man off,2024-10-29,Closed,D1032,Cyber Crime,"Lake Jeremy, AR"
C2060,First collection whether issue,2022-09-24,Open,D1127,Robbery,"Moorefurt, SC"
C2061,Do may bad,2022-07-16,Open,D1137,Fraud,"Barkerburgh, MA"
C2062,Item explain should,2023-06-24,Closed,D1186,Cyber Crime,"Davisbury, ID"
C2063,Fall public in,2024-07-21,Open,D1022,Cyber Crime,"West Mark, NJ"
C2064,Eat after piece news,2023-02-09,Open,D1069,Cyber Crime,"Brownmouth, AK"
C2065,Whose result determine,2024-05-06,Open,D1028,Narcotics,"Douglasport, MN"
C2066,Civil stage possible,2022-08-15,Closed,D1194,Cyber Crime,"Cassandrabury, MS"
C2067,Toward design,2022-07-04,Closed,D1085,Homicide,"South Frank, NM"
C2068,Could consumer,2025-04-19,Open,D1168,Cyber Crime,"Gordontown, CT"
C2069,North speech,2024-04-25,Open,D1043,Fraud,"Smithburgh, NJ"
C2070,Modern deep,2024-06-23,Open,D1121,Robbery,"Huntland, VA"
C2071,Bar policy minute,2024-09-21,Open,D1182,Fraud,"North Carl, WV"
C2072,Story the partner,2024-04-25,Closed,D1180,Homicide,"Port David, AZ"
C2073,Fast force,2022-12-13,Open,D1096,Homicide,"Pattonburgh, GA"
C2074,People treat,2024-02-25,Closed,D1118,Narcotics,"Elliottmouth, UT"
C2075,Accept main,2023-01-02,Open,D1180,Robbery,"Port Aaron, MD"
C2076,Something type off,2023-02-26,Open,D1028,Robbery,"Heidiborough, IL"
C2077,Camera special,2023-06-12,Open,D1103,Fraud,"West Codychester, OR"
C2078,Pass culture sound,2023-09-17,Open,D1072,Homicide,"Joshuaport, MO"
C2079,Several thank college,2022-05-07,Open,D1055,Cyber Crime,"East Leslie, IN"
C2080,Floor east expect,2024-01-11,Closed,D1044,Fraud,"Frankland, NV"
C2081,Fund building,2023-04-05,Closed,D1179,Cyber Crime,"Glennshire, MO"
C2082,Drive team,2025-02-21,Closed,D1160,Robbery,"Douglasmouth, NY"
C2083,Put entire PM,2022-07-30,Closed,D1066,Robbery,"Port Cheryltown, NV"
C2084,Area hot,2024-04-02,Open,D1185,Homicide,"Garciachester, TN"
C2085,Certainly skill,2022-09-17,Open,D1163,Fraud,"North Jennifer, KY"
C2086,Case especially class,2022-08-21,Closed,D1172,Narcotics,"North Omarland, MS"
C2087,Allow,2024-03-16,Open,D1084,Fraud,"Bakerland, CT"
C2088,Travel beyond item,2024-09-30,Closed,D1077,Narcotics,"New Patrick, NE"
C2089,School mean performance,2022-05-04,Open,D1035,Cyber Crime,"North Albertport, IL"
C2090,Book wonder,2022-05-22,Open,D1127,Robbery,"South Christine, ME"
C2091,Many house often,2024-09-15,Open,D1016,Robbery,"Jennifertown, PA"
C2092,Executive successful pretty knowledge,2023-06-17,Closed,D1111,Homicide,"Villaview, KS"
C2093,Form left,2023-11-16,Closed,D1192,Robbery,"Dunnchester, WV"
C2094,Far couple none,2024-05-25,Open,D1082,Robbery,"South Monica, SD"
C2095,City mother last,2022-05-04,Open,D1060,Fraud,"Andersonchester, CA"
C2096,Note,2024-07-14,Closed,D1169,Narcotics,"Jonathanhaven, GA"
C2097,Eat be air,2024-02-14,Closed,D1150,Narcotics,"Lake Miguelton, MO"
C2098,Collection reduce industry interview,2022-10-05,Closed,D1198,Cyber Crime,"Jamesfurt, NE"
C2099,Information chair difficult measure,2023-09-12,Open,D1159,Fraud,"North Olivia, MD"
C2100,Region industry hot,2022-05-01,Open,D1069,Robbery,"Hamiltonmouth, KY"
C2101,Near discuss pressure,2023-01-05,Open,D1079,Narcotics,"North Patrick, HI"
C2102,Save home,2023-03-09,Open,D1028,Homicide,"East Cynthia, GA"
C2103,Audience far,2023-03-06,Closed,D1135,Fraud,"Thompsonland, OK"
C2104,Idea heart camera,2023-03-10,Closed,D1107,Cyber Crime,"Garciabury, NE"
C2105,Enough,2023-12-21,Closed,D1058,Cyber Crime,"South Jennifer, NJ"
C2106,Tell medical,2023-01-25,Closed,D1037,Fraud,"Samuelchester, ME"
C2107,Family I,2025-04-12,Open,D1189,Narcotics,"Johnsonhaven, OR"
C2108,Discussion responsibility,2024-06-28,Open,D1000,Homicide,"Ayalaland, OR"
C2109,Analysis since response,2024-09-24,Open,D1035,Homicide,"East Joel, MD"
C2110,Eight,2023-06-03,Open,D1082,Cyber Crime,"Cameronbury, MD"
C2111,Fire else feel,2023-02-09,Open,D1196,Homicide,"Kimberlyland, MD"
C2112,Usually factor level best,2022-06-11,Open,D1194,Robbery,"Waterston, DC"
C2113,Sport both,2024-01-23,Open,D1092,Narcotics,"South Karen, SC"
C2114,Half,2024-07-30,Closed,D1107,Robbery,"Taylorfort, WY"
C2115,Physical once,2024-12-12,Closed,D1184,Homicide,"South Jennifer, SD"
C2116,West pick minute,2024-04-14,Open,D1145,Homicide,"Karaburgh, MA"
C2117,Happen soldier human,2023-09-23,Closed,D1188,Homicide,"North Kimberly, MD"
C2118,May race live near,2022-07-23,Closed,D1039,Robbery,"Port Yolanda, MO"
C2119,Or activity agent,2022-10-22,Open,D1148,Robbery,"Karenhaven, AZ"
C2120,Event organization top,2024-08-14,Closed,D1192,Cyber Crime,"Keithville, MI"
C2121,Industry issue new,2024-11-26,Closed,D1198,Narcotics,"Port Kevinburgh, NC"
C2122,Include explain,2023-12-21,Closed,D1134,Narcotics,"New Haileyhaven, AZ"
C2123,Book support size,2024-01-14,Closed,D1084,Cyber Crime,"West Christopher, IA"
C2124,Sign know laugh,2024-06-01,Closed,D1113,Fraud,"Smithland, KY"
C2125,Explain out purpose,2025-02-24,Closed,D1102,Cyber Crime,"Lake Jeffrey, NE"
C2126,From land population fly,2023-10-16,Closed,D1193,Cyber Crime,"Meganmouth, MO"
C2127,Value education student,2024-12-31,Open,D1054,Narcotics,"Foxfort, UT"
C2128,These technology size,2023-10-03,Closed,D1103,Narcotics,"North Larrybury, RI"
C2129,Such believe,2024-09-15,Open,D1045,Narcotics,"Robertstad, MN"
C2130,Field rise alone,2024-05-01,Open,D1043,Fraud,"North Vincentborough, TN"
C2131,Vote hotel,2024-06-28,Open,D1019,Cyber Crime,"South Emily, FL"
C2132,Change style,2022-11-25,Open,D1150,Robbery,"Howellside, AL"
C2133,Listen poor,2022-10-09,Closed,D1031,Narcotics,"East Douglas, WA"
C2134,Hear scene study,2022-07-01,Open,D1111,Robbery,"North Leeton, AR"
C2135,Development base,2023-03-19,Open,D1013,Fraud,"Sarahside, FL"
C2136,Street,2024-01-19,Open,D1179,Homicide,"East Thomas, MA"
C2137,Form ready special,2023-09-28,Open,D1151,Robbery,"Debramouth, NY"
C2138,One couple his,2022-05-16,Open,D1144,Robbery,"South Benjamin, OK"
C2139,Leg quite,2024-01-16,Closed,D1093,Homicide,"Jenkinston, IL"
C2140,Reveal after determine,2024-01-18,Open,D1096,Narcotics,"Port Kimberlyland, CA"
C2141,Night find,2022-06-30,Open,D1085,Fraud,"Allenbury, PA"
C2142,Republican value effect,2025-03-23,Open,D1155,Robbery,"Rodriguezville, IA"
C2143,Contain list decision,2023-08-20,Closed,D1154,Cyber Crime,"Hudsonmouth, AL"
C2144,News particularly system,2022-12-07,Open,D1035,Narcotics,"East Andrewburgh, OK"
C2145,Cultural view,2023-08-13,Open,D1191,Robbery,"North Marymouth, WA"
C2146,Before,2022-07-23,Open,D1045,Cyber Crime,"East Reneeshire, MI"
C2147,Accept number,2025-02-11,Closed,D1173,Cyber Crime,"Port Andreaberg, NC"
C2148,Raise those similar,2024-08-30,Open,D1114,Cyber Crime,"West Tracyton, AZ"
C2149,Growth important serve,2024-02-15,Open,D1193,Homicide,"North James, NM"
C2150,Star between though,2023-01-22,Closed,D1002,Homicide,"North Brandi, ID"
C2151,Determine on,2023-05-23,Open,D1087,Narcotics,"Justinland, WV"
C2152,Share make short,2022-05-13,Open,D1084,Narcotics,"Lake Randyshire, NM"
C2153,Value occur leg,2024-06-18,Open,D1084,Homicide,"Jamieton, SC"
C2154,Former fine,2022-05-28,Closed,D1155,Narcotics,"New Steven, GA"
C2155,Charge friend throughout since,2022-12-15,Closed,D1062,Narcotics,"Susanstad, UT"
C2156,Ability always help,2023-11-23,Open,D1088,Cyber Crime,"Wolfehaven, WA"
C2157,Drive real,2024-08-28,Open,D1022,Fraud,"Lake David, WY"
C2158,Less enough how,2022-05-13,Closed,D1117,Homicide,"Kimstad, NC"
C2159,Enough southern,2022-07-06,Open,D1036,Fraud,"Montgomerystad, ND"
C2160,Fall very it,2024-08-20,Closed,D1174,Narcotics,"North Thomas, CO"
C2161,Close weight family,2023-08-23,Open,D1099,Cyber Crime,"Maryport, PA"
C2162,Or charge,2023-02-16,Closed,D1072,Homicide,"Lake Adamland, HI"
C2163,Recently would,2024-05-29,Closed,D1006,Narcotics,"South David, RI"
C2164,Election wonder,2025-04-12,Open,D1033,Cyber Crime,"Liborough, OK"
C2165,Best chair cut,2022-10-20,Closed,D1076,Fraud,"East Kayla, SC"
C2166,Deal particularly night positive,2024-04-11,Open,D1125,Narcotics,"Perkinsland, NC"
C2167,Speak agency,2025-04-18,Open,D1155,Cyber Crime,"East Colleen, CO"
C2168,Those rise this,2022-05-31,Open,D1106,Homicide,"Brandyborough, RI"
C2169,Nor oil forget,2025-03-08,Closed,D1045,Fraud,"Martinezshire, ME"
C2170,Close,2023-11-10,Open,D1020,Narcotics,"Port Andrewview, OH"
C2171,North much,2023-09-06,Closed,D1136,Robbery,"North Jenna, SC"
C2172,Doctor above national,2024-04-25,Closed,D1086,Robbery,"Matthewbury, MA"
C2173,Customer mission,2024-01-06,Closed,D1151,Robbery,"Richardschester, AK"
C2174,Create,2022-11-29,Open,D1023,Robbery,"Lake Vincentmouth, MD"
C2175,Star teach,2024-03-16,Open,D1051,Narcotics,"East Barbaramouth, OK"
C2176,Life this drug,2023-05-19,Open,D1007,Narcotics,"Hensonview, WY"
C2177,Present pattern court,2025-04-15,Closed,D1067,Cyber Crime,"Lake Jessemouth, AZ"
C2178,Show TV,2023-04-11,Closed,D1113,Fraud,"South Calvin, MT"
C2179,Close now yet,2024-01-14,Open,D1079,Narcotics,"New Jacob, CO"
C2180,Move,2022-10-10,Closed,D1057,Narcotics,"Angelaton, AZ"
C2181,Type relate,2024-11-02,Open,D1133,Fraud,"West Emilyburgh, VT"
C2182,Somebody nor energy eye,2023-08-22,Closed,D1182,Cyber Crime,"Martinmouth, AZ"
C2183,Professional book forward,2023-12-10,Open,D1144,Cyber Crime,"Turnerside, WI"
C2184,Create,2025-01-20,Closed,D1041,Robbery,"East Steveborough, VT"
C2185,Mention treatment,2022-11-11,Closed,D1051,Homicide,"Brownview, AZ"
C2186,Who federal only,2024-05-23,Closed,D1188,Narcotics,"West Olivia, NY"
C2187,Support young,2024-09-05,Open,D1077,Cyber Crime,"New Scott, MA"
C2188,Night step personal sea,2023-11-13,Open,D1103,Homicide,"Brandimouth, RI"
C2189,Owner sell,2024-09-18,Open,D1047,Narcotics,"Mathistown, OK"
C2190,Threat him how,2023-04-24,Closed,D1020,Homicide,"Donnatown, NH"
C2191,Activity sing,2023-08-09,Open,D1137,Homicide,"Ericksonmouth, KY"
C2192,Build then hospital,2022-05-27,Open,D1082,Narcotics,"New Lisamouth, CO"
C2193,Account note respond,2024-06-22,Open,D1197,Robbery,"Johnsonside, IN"
C2194,Kid apply any,2023-04-23,Open,D1196,Fraud,"Lindachester, NC"
C2195,Fill detail,2025-01-09,Open,D1112,Cyber Crime,"Kellyborough, MA"
C2196,Section artist,2022-09-18,Open,D1137,Homicide,"Lake Marybury, CT"
C2197,Cell edge,2023-09-28,Closed,D1018,Homicide,"Kathrynville, NH"
C2198,Person purpose animal,2024-02-29,Open,D1152,Robbery,"South Carmenmouth, MT"
C2199,Service commercial,2025-04-19,Open,D1126,Robbery,"Ryanborough, MT"
C2200,Space plant six,2023-08-07,Closed,D1147,Fraud,"East Maryville, OK"
C2201,Truth could force,2023-10-28,Open,D1038,Cyber Crime,"West Davidshire, TX"
C2202,Everyone white,2022-07-31,Open,D1158,Cyber Crime,"Patriciashire, CO"
C2203,Music time option,2023-12-01,Closed,D1139,Robbery,"Jacquelineshire, OK"
C2204,Plant sign citizen however,2023-08-16,Closed,D1003,Fraud,"South Gary, FL"
C2205,Off good,2024-12-10,Closed,D1090,Homicide,"Georgetown, AR"
C2206,I impact foreign election,2024-11-27,Closed,D1071,Cyber Crime,"Howardshire, MA"
C2207,Culture sometimes,2023-12-16,Open,D1076,Fraud,"Hollytown, TX"
C2208,General culture others,2024-10-07,Open,D1090,Homicide,"Edwardside, CO"
C2209,Though huge this,2024-01-09,Open,D1164,Fraud,"Bergchester, PA"
C2210,Watch,2023-06-27,Closed,D1002,Narcotics,"New Madison, WV"
C2211,Score within occur,2022-10-14,Open,D1110,Fraud,"South Michael, PA"
C2212,Major good,2022-06-10,Closed,D1075,Homicide,"Kathrynton, TN"
C2213,White,2023-07-24,Open,D1176,Fraud,"Carneyshire, ND"
C2214,Bed some teacher,2022-08-06,Closed,D1137,Homicide,"Davismouth, VA"
C2215,Provide medical hour,2023-03-21,Open,D1171,Homicide,"Warrenshire, ID"
C2216,Area expert,2022-06-21,Open,D1032,Narcotics,"Murraychester, DE"
C2217,Factor study site,2024-01-23,Closed,D1153,Robbery,"New Lindaview, ND"
C2218,Assume small total,2023-03-19,Open,D1166,Fraud,"South Shaunbury, AL"
C2219,Movie perform,2025-02-22,Open,D1007,Homicide,"New Jason, NY"
C2220,During behind senior,2025-02-02,Closed,D1103,Cyber Crime,"Lake Nathan, NY"
C2221,Half find purpose,2024-04-06,Open,D1097,Homicide,"West Veronicaside, LA"
C2222,Low south,2024-01-07,Closed,D1161,Narcotics,"Valenzuelashire, NY"
C2223,Particular building end,2022-08-15,Open,D1131,Cyber Crime,"Jessicahaven, CA"
C2224,Car himself hear,2023-04-12,Open,D1173,Homicide,"Michaelberg, GA"
C2225,Age everyone,2023-07-17,Closed,D1126,Fraud,"North Lisa, MO"
C2226,Daughter,2024-09-15,Open,D1051,Cyber Crime,"Nancyfurt, WY"
C2227,Development region,2023-09-06,Closed,D1186,Robbery,"Morrisport, MD"
C2228,Add religious sing week,2023-02-04,Open,D1054,Homicide,"North Kerrishire, HI"
C2229,Someone boy explain especially,2023-01-11,Open,D1030,Cyber Crime,"Lake Michael, DC"
C2230,Arrive position herself,2023-04-19,Closed,D1084,Cyber Crime,"West Lindashire, NJ"
C2231,Tax win look,2023-08-29,Open,D1046,Fraud,"West Lauraville, AZ"
C2232,Move tonight,2025-02-22,Closed,D1070,Homicide,"North Natalieland, MD"
C2233,Sister gas face,2024-05-09,Closed,D1028,Fraud,"Allenchester, AR"
C2234,Perhaps data tend,2022-11-23,Closed,D1041,Narcotics,"Jakestad, UT"
C2235,Increase next natural,2024-12-12,Open,D1104,Narcotics,"Harrisonshire, KS"
C2236,Decision wish offer,2024-11-18,Open,D1143,Narcotics,"South Chelsea, IN"
C2237,Adult size,2024-10-13,Closed,D1011,Fraud,"Rickystad, ME"
C2238,Employee why,2022-04-30,Open,D1055,Fraud,"West Aaronmouth, AL"
C2239,Red arm unit,2024-07-15,Closed,D1124,Robbery,"Kristinfurt, NV"
C2240,Keep choice truth,2023-12-08,Open,D1138,Homicide,"Rogersside, KY"
C2241,Unit notice memory,2023-11-05,Open,D1042,Cyber Crime,"North Stephen, IN"
C2242,Long sea,2023-09-08,Open,D1081,Homicide,"Williamsmouth, OR"
C2243,Economy today few,2024-05-27,Open,D1158,Fraud,"Amandaville, OH"
C2244,Education room line because,2022-11-23,Open,D1139,Narcotics,"East Martha, SD"
C2245,Describe need,2023-09-22,Closed,D1003,Cyber Crime,"Mariaborough, CO"
C2246,Reveal thus modern,2023-06-03,Open,D1011,Fraud,"Geraldside, NH"
C2247,East including,2025-01-08,Open,D1183,Narcotics,"East Yolanda, DE"
C2248,Evidence agree across,2022-05-22,Closed,D1199,Narcotics,"East James, KS"
C2249,Include pressure political,2024-06-12,Open,D1192,Robbery,"Brendaburgh, IA"
C2250,Play language,2022-08-25,Closed,D1049,Cyber Crime,"Bradleyburgh, WA"
C2251,Support could,2025-01-01,Open,D1177,Cyber Crime,"Brayhaven, TN"
C2252,Truth admit staff,2024-06-21,Closed,D1095,Cyber Crime,"Hansenchester, RI"
C2253,Bad home affect wear,2023-07-20,Open,D1067,Homicide,"North Allenberg, AK"
C2254,Answer development,2023-07-29,Closed,D1072,Robbery,"Port Stephen, AR"
C2255,Leg west,2023-11-15,Closed,D1059,Robbery,"Sharonfurt, MD"
C2256,Policy not,2024-05-07,Open,D1048,Narcotics,"South Blakeborough, VT"
C2257,Wall goal mind,2022-09-25,Open,D1136,Cyber Crime,"Ashleyville, OH"
C2258,Training allow until,2025-03-03,Open,D1088,Narcotics,"Lake Tyler, PA"
C2259,White everybody,2023-03-11,Open,D1136,Homicide,"West Davidstad, GA"
C2260,Under degree when,2025-01-10,Closed,D1175,Homicide,"Anthonyhaven, WA"
C2261,Through both let save,2025-03-02,Closed,D1181,Robbery,"Johnnyshire, IA"
C2262,Senior former less,2022-06-18,Closed,D1188,Homicide,"Hartmanville, MA"
C2263,Four wide response,2025-01-02,Open,D1128,Narcotics,"Cobbside, CA"
C2264,Federal suffer rich,2024-07-24,Closed,D1045,Robbery,"Waltersview, FL"
C2265,Everybody society,2023-09-14,Open,D1073,Cyber Crime,"North Steventon, SC"
C2266,Stuff,2024-08-19,Open,D1124,Cyber Crime,"Mccarthyhaven, AK"
C2267,Rate than,2024-04-27,Open,D1137,Fraud,"East Matthewstad, GA"
C2268,Seat treatment,2024-07-20,Open,D1019,Narcotics,"South Davidshire, PA"
C2269,Color executive,2023-09-12,Open,D1091,Narcotics,"East Christine, ID"
C2270,Let tough collection head,2023-10-11,Closed,D1083,Homicide,"Lake Davidchester, NH"
C2271,Force group all lead,2024-08-26,Open,D1118,Cyber Crime,"Kennethhaven, LA"
C2272,Include return,2025-03-04,Open,D1016,Narcotics,"New Maryville, UT"
C2273,Congress economic,2025-04-07,Closed,D1196,Narcotics,"Evansport, AL"
C2274,Cup leg,2024-04-02,Closed,D1156,Cyber Crime,"East Michellehaven, OK"
C2275,City mean,2024-01-31,Closed,D1036,Cyber Crime,"Manuelberg, LA"
C2276,Relationship say poor,2023-01-07,Open,D1105,Homicide,"East Deborah, NV"
C2277,Sign air,2023-01-11,Closed,D1151,Robbery,"Jonesfurt, DE"
C2278,Energy raise when,2023-02-27,Open,D1195,Homicide,"Weeksburgh, ID"
C2279,Thousand through size,2023-07-26,Closed,D1059,Cyber Crime,"North Lisa, MN"
C2280,Itself allow we,2023-03-18,Open,D1108,Fraud,"New Suzanne, NH"
C2281,Than court place,2023-04-07,Closed,D1138,Homicide,"Gonzaleshaven, FL"
C2282,Thank two,2024-07-03,Open,D1103,Narcotics,"Collinsstad, NY"
C2283,Truth property,2024-09-01,Closed,D1058,Robbery,"Michaelland, RI"
C2284,Either bit,2022-11-10,Open,D1167,Homicide,"South Alicestad, VA"
C2285,Community close simple,2024-11-20,Open,D1137,Fraud,"New Thomas, CO"
C2286,Detail run,2024-09-07,Open,D1075,Cyber Crime,"Sanchezstad, FL"
C2287,His need,2023-09-25,Closed,D1130,Robbery,"Kimberlyfurt, NV"
C2288,Real security,2023-12-22,Closed,D1199,Robbery,"Crystalton, AZ"
C2289,Dog write,2024-03-22,Open,D1087,Robbery,"New Thomasfort, IA"
C2290,We notice,2024-12-09,Open,D1085,Robbery,"Lake Justin, UT"
C2291,Important,2024-09-08,Open,D1131,Cyber Crime,"Lake Nicolehaven, NH"
C2292,Dog beautiful study,2025-04-12,Open,D1026,Fraud,"Christinabury, ID"
C2293,Base black cold,2024-08-28,Open,D1188,Narcotics,"Alexandrachester, WV"
C2294,Attorney study,2024-04-12,Closed,D1073,Cyber Crime,"Jenniferberg, DC"
C2295,Then public need media,2024-11-18,Open,D1053,Homicide,"Sarahmouth, ND"
C2296,Staff land onto,2024-10-09,Closed,D1066,Fraud,"South Clairetown, SD"
C2297,East quickly,2023-03-10,Closed,D1056,Fraud,"Palmerburgh, IN"
C2298,You question follow,2024-11-03,Closed,D1066,Homicide,"Greeneborough, MN"
C2299,Policy shoulder research,2023-05-23,Closed,D1032,Homicide,"North Thomas, MI"
C2300,It improve,2024-12-23,Open,D1112,Cyber Crime,"East Olivia, RI"
C2301,Letter direction,2025-03-05,Closed,D1065,Narcotics,"Katherineport, IL"
C2302,Customer significant interest,2022-10-13,Open,D1087,Cyber Crime,"Jillbury, ND"
C2303,High contain like,2024-11-30,Open,D1090,Cyber Crime,"Davisburgh, ND"
C2304,Job small,2024-07-02,Closed,D1183,Narcotics,"Port Justinmouth, WA"
C2305,Though early,2023-08-29,Open,D1004,Narcotics,"Jonathanburgh, SC"
C2306,Certain step,2024-10-18,Closed,D1102,Fraud,"Danafort, NV"
C2307,Seat,2022-12-18,Open,D1139,Homicide,"Michaelamouth, IL"
C2308,Clearly,2024-12-10,Closed,D1006,Narcotics,"Kimberlyton, NC"
C2309,Resource,2024-11-13,Open,D1023,Robbery,"Lake Bryantown, PA"
C2310,Fast country,2023-01-22,Open,D1168,Fraud,"Veronicaville, MI"
C2311,Owner while forget,2022-06-27,Closed,D1050,Cyber Crime,"Michelleburgh, NY"
C2312,Story sea,2025-04-09,Open,D1144,Homicide,"South Michaelberg, MA"
